GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,CTY_SUBA,PLACEA,TRACTA,SCSAA,SMSAA,URB_AREAA,AREANAME,CENCNTY,CBD,SEA,C24001,C24002,C24003,C24004,C24005,C24006,C24007,C24008,C24009,C24010,C24011,C24012,C24013,C24014,C24015,C24016
"G2900630","1970","Missouri","29","DeKalb","063",,,,,,,"De Kalb","1",,"02",63,54,24,51,363,331,725,183,16,30,36,66,151,149,264,50
"G2900650","1970","Missouri","29","Dent","065",,,,,,,"Dent","1",,"08",61,112,105,161,603,441,889,150,12,65,80,104,343,231,578,107
"G2900670","1970","Missouri","29","Douglas","067",,,,,,,"Douglas","1",,"07",75,83,63,113,435,395,809,158,27,50,7,67,171,229,409,31
"G2900690","1970","Missouri","29","Dunklin","069",,,,,"3760",,"Dunklin","1",,"09",237,192,253,351,1568,1290,2562,353,85,208,145,304,805,939,1593,226
"G2900710","1970","Missouri","29","Franklin","071",,,,,"7040",,"Franklin","1",,"06",488,526,446,1006,3357,2711,4610,697,337,416,414,728,1477,1283,2642,282
"G2900730","1970","Missouri","29","Gasconade","073",,,,,,,"Gasconade","1",,"06",119,125,74,169,523,540,1246,221,28,72,60,130,284,351,814,58
"G2900750","1970","Missouri","29","Gentry","075",,,,,"7040",,"Gentry","1",,"02",31,45,25,120,347,367,785,181,30,24,27,50,182,165,530,136
"G2900770","1970","Missouri","29","Greene","077",,,,,"7920",,"Greene","0",,"C",1181,1888,2206,3059,8713,7373,12219,1364,587,2148,2121,2236,4832,4337,7507,1008
"G2900790","1970","Missouri","29","Grundy","079",,,,,,,"Grundy","1",,"02",98,109,114,134,638,520,1060,312,24,88,76,91,292,280,632,154
"G2900810","1970","Missouri","29","Harrison","081",,,,,,,"Harrison","1",,"02",32,86,52,112,444,415,1077,305,25,35,32,50,173,221,548,88
"G2900830","1970","Missouri","29","Henry","083",,,,,,,"Henry","1",,"03",79,161,139,305,829,805,1687,411,82,121,100,153,385,379,1060,206
"G2900850","1970","Missouri","29","Hickory","085",,,,,,,"Hickory","1",,"05",35,20,24,26,138,164,470,118,6,12,13,0,42,68,197,30
"G2900870","1970","Missouri","29","Holt","087",,,,,,,"Holt","1",,"01",63,39,33,99,278,259,820,202,6,12,28,16,86,139,367,106
"G2900890","1970","Missouri","29","Howard","089",,,,,,,"Howard","1",,"02",68,91,170,213,442,422,958,231,39,107,130,104,289,224,537,130
"G2900910","1970","Missouri","29","Howell","091",,,,,,,"Howell","1",,"07",157,291,140,363,1057,1119,1938,289,80,156,151,209,536,669,990,97
"G2900930","1970","Missouri","29","Iron","093",,,,,"7920",,"Iron","1",,"08",44,38,77,171,495,406,724,63,16,27,44,37,204,132,347,73
"G2900950","1970","Missouri","29","Jackson","095",,,,,"3760",,"Jackson","0",,"A",4700,6691,6120,13200,38136,35639,55862,7491,3077,6214,7467,11340,23326,23558,40726,5975
"G2900970","1970","Missouri","29","Jasper","097",,,,,"3760",,"Jasper","1",,"04",474,1058,904,1406,4120,3788,6896,1006,294,625,811,859,1949,2011,4254,651
"G2900990","1970","Missouri","29","Jefferson","099",,,,,"7040",,"Jefferson","1",,"B",718,986,892,2027,7322,6404,7996,667,352,836,769,1313,2912,2892,3404,303
"G2901010","1970","Missouri","29","Johnson","101",,,,,,,"Johnson","1",,"03",174,652,1164,1187,2051,1532,2151,419,90,611,659,464,836,657,1304,250
"G2901030","1970","Missouri","29","Knox","103",,,,,,,"Knox","1",,"02",11,76,13,35,194,293,601,155,22,10,9,27,87,133,270,66
"G2901050","1970","Missouri","29","Laclede","105",,,,,,,"Laclede","1",,"05",146,210,153,292,1010,847,1727,228,47,138,100,207,547,459,1033,110
"G2901070","1970","Missouri","29","Lafayette","107",,,,,,,"Lafayette","1",,"01",179,421,279,374,1401,1251,2560,620,115,195,190,225,655,809,1575,315
"G2901090","1970","Missouri","29","Lawrence","109",,,,,,,"Lawrence","1",,"04",126,200,152,357,1159,1086,2316,463,146,106,121,228,535,665,1425,129
"G2901110","1970","Missouri","29","Lewis","111",,,,,,,"Lewis","1",,"02",67,108,113,193,611,441,965,232,26,50,162,138,280,242,476,82
"G2901130","1970","Missouri","29","Lincoln","113",,,,,,,"Lincoln","1",,"02",167,124,120,228,951,920,1539,335,61,116,122,154,363,434,757,137
"G2901150","1970","Missouri","29","Linn","115",,,,,,,"Linn","1",,"02",126,69,73,185,662,590,1637,357,72,47,123,138,353,506,1022,194
"G2901170","1970","Missouri","29","Livingston","117",,,,,,,"Livingston","1",,"02",166,170,78,226,799,756,1417,330,87,126,114,175,374,426,902,172
"G2901190","1970","Missouri","29","McDonald","119",,,,,,,"Mc Donald","1",,"04",56,150,99,177,549,567,1071,197,31,42,50,108,259,365,601,75
"G2901210","1970","Missouri","29","Macon","121",,,,,,,"Macon","1",,"02",115,145,105,179,719,671,1647,273,79,94,101,134,324,377,875,170
"G2901230","1970","Missouri","29","Madison","123",,,,,,,"Madison","1",,"08",69,28,53,111,341,366,720,119,19,12,49,69,145,173,416,42
"G2901250","1970","Missouri","29","Maries","125",,,,,,,"Maries","1",,"05",48,68,37,112,275,340,695,140,16,54,52,45,183,191,388,25
"G2901270","1970","Missouri","29","Marion","127",,,,,,,"Marion","1",,"02",167,330,246,420,1326,1212,2581,507,165,254,186,317,683,807,1679,301
"G2901290","1970","Missouri","29","Mercer","129",,,,,,,"Mercer","1",,"02",20,53,17,50,143,218,547,143,7,7,10,20,88,128,244,48
"G2901310","1970","Missouri","29","Miller","131",,,,,,,"Miller","1",,"05",126,170,151,266,631,703,1403,227,74,133,135,126,347,389,754,81
"G2901330","1970","Missouri","29","Mississippi","133",,,,,,,"Mississippi","1",,"09",62,130,92,254,774,583,1158,97,45,76,87,171,391,394,749,97
"G2901350","1970","Missouri","29","Moniteau","135",,,,,,,"Moniteau","1",,"06",60,57,61,186,462,485,1028,269,38,62,55,134,239,312,604,103
"G2901370","1970","Missouri","29","Monroe","137",,,,,,,"Monroe","1",,"02",47,115,49,111,410,432,965,304,13,10,56,56,214,176,430,72
"G2901390","1970","Missouri","29","Montgomery","139",,,,,,,"Montgomery","1",,"02",44,74,46,145,458,539,1021,257,30,60,78,78,237,219,493,71
"G2901410","1970","Missouri","29","Morgan","141",,,,,,,"Morgan","1",,"05",77,88,42,134,416,373,937,167,6,72,39,103,192,292,621,77
"G2901430","1970","Missouri","29","New Madrid","143",,,,,,,"New Madrid","1",,"09",86,128,136,357,1120,792,1642,163,37,137,172,247,489,494,866,70
"G2901450","1970","Missouri","29","Newton","145",,,,,,,"Newton","1",,"04",228,377,285,500,1714,1670,2791,311,88,178,258,356,846,886,1408,152
"G2901470","1970","Missouri","29","Nodaway","147",,,,,,,"Nodaway","1",,"01",171,494,454,492,965,816,1805,539,79,410,423,238,366,456,977,200
"G2901490","1970","Missouri","29","Oregon","149",,,,,,,"Oregon","1",,"08",46,70,20,109,408,289,757,80,28,24,36,59,227,186,371,73
"G2901510","1970","Missouri","29","Osage","151",,,,,,,"Osage","1",,"06",72,118,135,218,498,488,1000,176,21,101,77,137,199,189,465,71
"G2901530","1970","Missouri","29","Ozark","153",,,,,,,"Ozark","1",,"07",7,42,49,98,259,228,614,148,11,27,39,29,94,157,297,9
"G2901550","1970","Missouri","29","Pemiscot","155",,,,,,,"Pemiscot","1",,"09",134,161,166,311,971,945,1894,235,50,115,121,264,502,691,1218,132
"G2901570","1970","Missouri","29","Perry","157",,,,,,,"Perry","1",,"06",114,124,102,208,572,722,1323,360,44,109,97,139,321,334,649,61
"G2901590","1970","Missouri","29","Pettis","159",,,,,,,"Pettis","1",,"03",277,275,358,545,1793,1529,3081,615,149,203,310,400,802,964,1764,263
"G2901610","1970","Missouri","29","Phelps","161",,,,,,,"Phelps","1",,"05",208,384,450,631,1516,1275,1998,301,119,238,315,472,796,653,1180,97
"G2901630","1970","Missouri","29","Pike","163",,,,,"7040",,"Pike","1",,"02",110,140,76,269,783,824,1525,354,79,46,69,151,363,381,875,167
"G2901650","1970","Missouri","29","Platte","165",,,,,"3760",,"Platte","0",,"01",230,296,339,525,2353,1911,2914,270,84,246,197,431,1050,818,1328,130
"G2901670","1970","Missouri","29","Polk","167",,,,,,,"Polk","1",,"07",85,154,188,217,704,572,1371,274,50,162,152,155,358,294,671,123
"G2901690","1970","Missouri","29","Pulaski","169",,,,,,,"Pulaski","1",,"05",1209,8293,7654,6223,3048,2162,1539,132,108,252,280,469,814,879,848,50
"G2901710","1970","Missouri","29","Putnam","171",,,,,,,"Putnam","1",,"02",18,38,33,65,228,242,636,178,35,16,23,61,124,106,291,30
"G2901730","1970","Missouri","29","Ralls","173",,,,,,,"Ralls","1",,"02",33,57,64,119,346,378,724,138,32,36,59,49,128,190,359,52
"G2901750","1970","Missouri","29","Randolph","175",,,,,,,"Randolph","1",,"02",120,247,141,366,916,997,1994,417,105,192,95,214,500,482,1258,197
"G2901770","1970","Missouri","29","Ray","177",,,,,,,"Ray","1",,"01",63,129,66,242,934,1017,1645,288,87,79,81,162,413,428,739,114
"G2901790","1970","Missouri","29","Reynolds","179",,,,,,,"Reynolds","1",,"08",19,36,62,77,300,258,488,44,0,35,22,27,73,73,125,14
"G2901810","1970","Missouri","29","Ripley","181",,,,,"3760",,"Ripley","1",,"08",41,50,55,106,338,370,624,79,30,33,70,78,185,179,469,35
"G2901830","1970","Missouri","29","St Charles","183",,,,,"7040",,"St Charles","1",,"B",879,734,789,1798,7130,5983,6338,629,470,775,907,1210,3299,2428,3089,339
"G2901850","1970","Missouri","29","St Clair","185",,,,,,,"St Clair","1",,"03",25,77,50,72,313,267,770,240,14,40,18,40,112,156,404,65
"G2901860","1970","Missouri","29","Ste Genevieve","186",,,,,,,"Ste Genevieve","1",,"06",95,97,106,222,686,556,1103,106,62,65,92,96,289,265,427,86
"G2901870","1970","Missouri","29","St Francois","187",,,,,,,"St Francois","1",,"08",314,375,242,496,1715,1718,2971,247,67,208,233,337,867,896,1977,169
"G2901890","1970","Missouri","29","St Louis","189",,,,,"7040",,"St Louis","1",,"B",7441,8692,7620,15162,57837,57535,89318,9454,4736,8843,9229,14111,27156,28455,48496,5304
"G2901950","1970","Missouri","29","Saline","195",,,,,,,"Saline","1",,"01",125,237,242,416,1104,1016,2364,515,132,184,239,274,470,694,1718,274
"G2901970","1970","Missouri","29","Schuyler","197",,,,,,,"Schuyler","1",,"02",42,43,18,40,224,203,453,161,9,22,25,27,85,95,266,55
"G2901990","1970","Missouri","29","Scotland","199",,,,,,,"Scotland","1",,"02",26,38,10,69,207,224,549,151,12,5,12,20,78,58,224,48
"G2902010","1970","Missouri","29","Scott","201",,,,,,,"Scott","1",,"09",187,259,240,544,1844,1388,2733,293,115,225,253,460,1042,950,1629,127
"G2902030","1970","Missouri","29","Shannon","203",,,,,,,"Shannon","1",,"08",33,71,75,81,304,325,549,84,25,46,26,42,165,176,256,25
"G2902050","1970","Missouri","29","Shelby","205",,,,,,,"Shelby","1",,"02",72,68,35,88,317,335,829,241,23,31,14,34,148,193,389,94
"G2902070","1970","Missouri","29","Stoddard","207",,,,,,,"Stoddard","1",,"09",209,189,166,354,1245,950,2015,254,60,165,173,231,683,720,1203,94
"G2902090","1970","Missouri","29","Stone","209",,,,,,,"Stone","1",,"07",65,74,39,164,382,450,926,151,15,69,39,132,296,257,605,59
"G2902110","1970","Missouri","29","Sullivan","211",,,,,,,"Sullivan","1",,"02",38,39,30,49,286,305,843,272,22,17,22,60,125,193,436,64
"G2902130","1970","Missouri","29","Taney","213",,,,,,,"Taney","1",,"07",97,245,136,116,448,548,1041,256,50,262,149,127,189,377,689,91
"G2902150","1970","Missouri","29","Texas","215",,,,,,,"Texas","1",,"07",85,91,127,206,816,822,1462,171,49,86,97,157,430,479,930,78
"G2902170","1970","Missouri","29","Vernon","217",,,,,,,"Vernon","1",,"03",150,91,88,209,746,728,1745,321,74,205,104,168,415,540,1250,174
"G2902190","1970","Missouri","29","Warren","219",,,,,,,"Warren","1",,"06",94,104,44,159,504,470,850,172,55,74,16,148,227,218,381,48
"G2902210","1970","Missouri","29","Washington","221",,,,,,,"Washington","1",,"05",108,150,130,220,852,585,1052,112,30,68,99,88,261,291,347,23
"G2902230","1970","Missouri","29","Wayne","223",,,,,,,"Wayne","1",,"08",35,49,34,94,339,332,687,87,18,13,46,18,119,134,287,48
"G2902250","1970","Missouri","29","Webster","225",,,,,,,"Webster","1",,"07",106,103,128,286,738,719,1282,280,18,85,108,129,371,366,574,94
"G2902270","1970","Missouri","29","Worth","227",,,,,,,"Worth","1",,"02",5,19,15,22,117,147,321,120,31,12,0,14,87,26,217,54
"G2902290","1970","Missouri","29","Wright","229",,,,,,,"Wright","1",,"07",40,101,61,191,590,577,1102,238,53,92,64,107,243,324,569,45
"G2905100","1970","Missouri","29","St Louis City","510",,,,,"7040",,"St Louis City","0",,"B",3696,5513,5461,10351,27571,24937,51191,8144,2548,5690,7012,9427,19951,19277,40980,6423
"G3000010","1970","Montana","30","Beaverhead","001",,,,,,,"Beaverhead","1",,"01",41,120,117,161,443,406,786,133,17,90,115,85,179,165,393,59
"G3000030","1970","Montana","30","Big Horn","003",,,,,,,"Big Horn","1",,"03",72,68,75,218,565,429,792,113,12,70,32,71,183,177,394,46
"G3000050","1970","Montana","30","Blaine","005",,,,,,,"Blaine","1",,"02",41,56,26,113,320,306,618,119,44,37,20,62,136,154,210,65
"G3000070","1970","Montana","30","Broadwater","007",,,,,,,"Broadwater","1",,"01",14,34,10,21,139,113,266,26,16,23,7,30,53,62,96,10
"G3000090","1970","Montana","30","Carbon","009",,,,,,,"Carbon","1",,"03",72,40,40,98,259,331,797,98,31,31,36,14,77,148,412,40
"G3000110","1970","Montana","30","Carter","011",,,,,,,"Carter","1",,"04",22,12,6,46,112,114,204,80,0,14,6,28,12,43,114,12
"G3000130","1970","Montana","30","Cascade","013",,,,,"3040",,"Cascade","0",,"02",621,769,1492,2232,5445,4470,6261,506,336,709,706,1106,2333,2281,3192,345
"G3000150","1970","Montana","30","Chouteau","015",,,,,,,"Chouteau","1",,"02",34,72,58,96,334,318,767,175,15,27,15,65,90,115,244,54
"G3000170","1970","Montana","30","Custer","017",,,,,,,"Custer","1",,"04",69,90,52,143,557,676,1120,190,66,112,82,116,281,354,652,132
"G3000190","1970","Montana","30","Daniels","019",,,,,,,"Daniels","1",,"02",21,17,16,37,174,136,326,35,3,12,14,15,47,64,165,12
"G3000210","1970","Montana","30","Dawson","021",,,,,,,"Dawson","1",,"02",115,111,115,182,589,693,990,146,96,72,98,71,253,314,456,76
"G3000230","1970","Montana","30","Deer Lodge","023",,,,,,,"Deer Lodge","1",,"01",270,222,150,197,599,697,1572,74,105,115,79,89,238,351,823,111
"G3000250","1970","Montana","30","Fallon","025",,,,,,,"Fallon","1",,"02",34,33,24,96,191,284,369,54,47,14,21,41,78,94,148,12
"G3000270","1970","Montana","30","Fergus","027",,,,,,,"Fergus","1",,"02",122,127,92,169,461,722,1202,192,86,49,42,74,249,332,667,76
"G3000290","1970","Montana","30","Flathead","029",,,,,,,"Flathead","1",,"01",292,256,234,607,2075,2110,3435,290,179,237,181,323,738,1043,1631,94
"G3000310","1970","Montana","30","Gallatin","031",,,,,,,"Gallatin","1",,"01",217,572,568,887,1753,1413,2446,342,145,499,526,502,834,694,1292,187
"G3000330","1970","Montana","30","Garfield","033",,,,,,,"Garfield","1",,"04",23,0,31,13,140,39,226,46,0,8,27,20,46,15,96,5
"G3000350","1970","Montana","30","Glacier","035",,,,,,,"Glacier","1",,"02",96,63,74,129,496,560,826,86,38,54,42,81,262,276,438,61
"G3000370","1970","Montana","30","Golden Valley","037",,,,,,,"Golden Valley","1",,"04",4,5,6,11,19,42,126,31,11,8,7,6,8,24,58,21
"G3000390","1970","Montana","30","Granite","039",,,,,,,"Granite","1",,"01",5,10,15,29,181,144,328,34,23,13,17,12,61,49,64,14
"G3000410","1970","Montana","30","Hill","041",,,,,,,"Hill","1",,"02",111,214,245,370,930,822,1457,192,80,248,197,262,404,395,693,110
"G3000430","1970","Montana","30","Jefferson","043",,,,,,,"Jefferson","1",,"01",24,18,60,60,249,196,439,64,17,34,32,41,120,124,255,35
"G3000450","1970","Montana","30","Judith Basin","045",,,,,,,"Judith Basin","1",,"02",29,15,16,25,135,135,343,73,4,5,5,14,29,57,116,17
"G3000470","1970","Montana","30","Lake","047",,,,,,,"Lake","1",,"01",94,68,105,168,712,608,1116,237,46,67,109,98,253,339,689,112
"G3000490","1970","Montana","30","Lewis And Clark","049",,,,,,,"Lewis And Clark","1",,"01",397,410,302,515,1842,1683,3017,420,329,391,391,390,1127,1066,2155,316
"G3000510","1970","Montana","30","Liberty","051",,,,,,,"Liberty","1",,"02",28,33,17,29,114,137,232,18,16,23,0,20,38,61,84,17
"G3000530","1970","Montana","30","Lincoln","053",,,,,,,"Lincoln","1",,"01",141,165,150,366,1223,1119,1729,111,90,98,81,161,388,364,504,16
"G3000550","1970","Montana","30","McCone","055",,,,,,,"Mc Cone","1",,"02",20,31,29,39,156,130,325,74,16,14,23,16,23,48,90,20
"G3000570","1970","Montana","30","Madison","057",,,,,,,"Madison","1",,"01",37,26,30,60,266,204,599,100,24,45,16,34,93,137,272,74
"G3000590","1970","Montana","30","Meagher","059",,,,,,,"Meagher","1",,"01",10,17,9,50,104,99,264,93,10,5,10,6,48,29,97,11
"G3000610","1970","Montana","30","Mineral","061",,,,,,,"Mineral","1",,"01",15,10,16,53,230,145,318,14,11,17,6,23,94,65,194,5
"G3000630","1970","Montana","30","Missoula","063",,,,,,,"Missoula","1",,"01",461,689,788,1354,3467,2873,4487,454,299,700,866,944,1716,1426,2433,211
"G3000650","1970","Montana","30","Musselshell","065",,,,,,,"Musselshell","1",,"04",40,20,28,57,112,171,436,85,27,15,16,16,26,93,261,37
"G3000670","1970","Montana","30","Park","067",,,,,,,"Park","1",,"01",104,93,64,154,429,652,1183,168,101,71,93,100,243,310,640,83
"G3000690","1970","Montana","30","Petroleum","069",,,,,,,"Petroleum","1",,"04",0,0,0,15,25,35,129,12,0,0,0,4,16,5,26,0
"G3000710","1970","Montana","30","Phillips","071",,,,,,,"Phillips","1",,"02",75,37,48,69,270,268,514,68,45,32,22,34,146,124,211,69
"G3000730","1970","Montana","30","Pondera","073",,,,,,,"Pondera","1",,"02",65,67,62,62,314,401,656,122,57,51,35,21,97,181,280,21
"G3000750","1970","Montana","30","Powder River","075",,,,,,,"Powder River","1",,"04",20,20,37,63,183,180,253,43,17,19,15,20,49,86,122,21
"G3000770","1970","Montana","30","Powell","077",,,,,,,"Powell","1",,"01",32,50,63,70,297,354,696,63,55,39,32,28,103,210,312,42
"G3000790","1970","Montana","30","Prairie","079",,,,,,,"Prairie","1",,"02",30,9,23,33,81,73,232,38,5,5,19,9,32,38,96,12
"G3000810","1970","Montana","30","Ravalli","081",,,,,,,"Ravalli","1",,"01",270,121,98,134,660,731,1349,225,67,78,26,70,290,406,659,82
"G3000830","1970","Montana","30","Richland","083",,,,,,,"Richland","1",,"02",67,78,76,110,608,395,959,95,76,49,52,62,190,206,389,56
"G3000850","1970","Montana","30","Roosevelt","085",,,,,,,"Roosevelt","1",,"02",54,92,43,155,430,501,848,80,86,75,91,128,215,293,377,49
"G3000870","1970","Montana","30","Rosebud","087",,,,,,,"Rosebud","1",,"04",24,41,78,123,270,363,507,99,49,36,47,57,147,166,281,58
"G3000890","1970","Montana","30","Sanders","089",,,,,,,"Sanders","1",,"01",41,33,58,57,303,441,669,90,46,30,37,38,110,158,346,23
"G3000910","1970","Montana","30","Sheridan","091",,,,,,,"Sheridan","1",,"02",36,36,35,82,333,256,652,85,22,13,4,13,82,138,214,10
"G3000930","1970","Montana","30","Silver Bow","093",,,,,,,"Silver Bow","1",,"01",311,392,389,593,2091,1851,3971,367,171,340,228,301,890,927,2365,317
"G3000950","1970","Montana","30","Stillwater","095",,,,,,,"Stillwater","1",,"03",22,26,37,50,191,261,499,85,7,5,13,19,64,84,220,34
"G3000970","1970","Montana","30","Sweet Grass","097",,,,,,,"Sweet Grass","1",,"04",44,15,9,55,158,145,336,86,11,13,11,10,65,96,195,27
"G3000990","1970","Montana","30","Teton","099",,,,,,,"Teton","1",,"02",70,27,40,75,270,318,675,124,6,13,8,31,116,137,237,45
"G3001010","1970","Montana","30","Toole","101",,,,,,,"Toole","1",,"02",39,74,16,45,308,286,629,86,42,14,47,32,112,152,291,18
"G3001030","1970","Montana","30","Treasure","103",,,,,,,"Treasure","1",,"04",13,0,0,8,51,57,111,29,7,0,0,5,16,30,58,0
"G3001050","1970","Montana","30","Valley","105",,,,,,,"Valley","1",,"02",95,126,116,190,568,637,984,187,49,121,63,78,351,292,501,62
"G3001070","1970","Montana","30","Wheatland","107",,,,,,,"Wheatland","1",,"04",33,30,15,29,111,143,322,85,12,28,9,5,54,61,150,9
"G3001090","1970","Montana","30","Wibaux","109",,,,,"3040",,"Wibaux","1",,"02",25,5,26,29,60,71,183,23,0,0,6,18,15,16,34,27
"G3001110","1970","Montana","30","Yellowstone","111",,,,,"0880",,"Yellowstone","0",,"03",823,842,907,1582,4867,4715,7562,740,531,1013,879,1070,2420,2568,4263,388
"G3001130","1970","Montana","30","Yellowstone National Park","113",,,,,"0880",,"Yellowstone National Park","1",,"01",0,0,0,0,12,0,0,0,0,6,0,6,0,0,0,0
"G3100010","1970","Nebraska","31","Adams","001",,,,,,,"Adams","1",,"05",238,471,336,542,1527,1405,2635,538,223,368,412,438,773,857,1754,338
"G3100030","1970","Nebraska","31","Antelope","003",,,,,,,"Antelope","1",,"03",108,77,54,130,340,447,893,255,91,38,28,78,146,190,340,70
"G3100050","1970","Nebraska","31","Arthur","005",,,,,,,"Arthur","1",,"01",5,13,0,11,11,38,63,7,11,0,0,5,6,12,26,6
"G3100070","1970","Nebraska","31","Banner","007",,,,,,,"Banner","1",,"02",5,0,0,16,67,41,152,18,4,0,0,4,23,0,39,9
"G3100090","1970","Nebraska","31","Blaine","009",,,,,,,"Blaine","1",,"01",0,0,4,16,45,52,82,33,4,4,0,0,21,22,29,14
